Fy17,Fy18,Fy19,Fy20,Fy21,Name,Name (largecap alpha.csv),Sub-Sector,Ticker,Ticker (largecap alpha.csv),5y Cagr,Alpha,Beta,Close Price,Market Cap,No. of Shareholders,PE Ratio,Pledged Promoter Holdings,Promoter Holding Change – 3M,Total Revenue
,,,,,Lakhotia Polyesters (India) Ltd,Lakhotia Polyesters (India) Ltd,,LAKHOTIA,LAKHOTIA,5.889262652,,,10.65,11.15479722,104,-22.76489229,0,2.109989051,16.34
,,,,,Ras Resorts and Apart Hotels Ltd,Ras Resorts and Apart Hotels Ltd,,RASRESOR,RASRESOR,-8.401424087,,0.384043523,28.05,11.13512912,1226,-27.83782279,0,0,4.53
,,,,,Adinath Exim Resources Ltd,Adinath Exim Resources Ltd,,ADIEXRE,ADIEXRE,12.03463731,41.91244768,0.906784927,25.77,11.1303207,2637,23.18816813,0,0,0.9
,,,,,JSG Leasing Ltd,JSG Leasing Ltd,,JSGLEASING,JSGLEASING,,,,37.1,11.13,158,-92.75,0,0,0.08
,,,,,Ontic Finserve Ltd,Ontic Finserve Ltd,,ONTIC,ONTIC,,34.99513929,-0.020843315,12.35,11.1153705,1284,277.8842625,0,-2.563470107,2.3
,,,,,Gujarat Terce Laboratories Ltd,Gujarat Terce Laboratories Ltd,,GUJTERC,GUJTERC,10.88094062,41.72873693,0.697240296,14.9,11.056247,13321,-4.387399603,0,0.113054728,25.98
,,,,,Gorani Industries Ltd,Gorani Industries Ltd,,GORANIN,GORANIN,21.79860087,25.18606915,0.096979487,22.65,11.0421015,838,16.23838456,0,1.095362146,18.52
,,,,,Daulat Securities Ltd,Daulat Securities Ltd,,DAULAT,DAULAT,27.09175875,,1.443512907,22.05,11.025,2215,7.989130435,0,0.10842,2.12
,,,,,Rajeshwari Cans Ltd,Rajeshwari Cans Ltd,,RCAN,RCAN,,,,21,11.0166,214,52.46,0,,19.86
,,,,,Rajasthan Petro Synthetics Ltd,Rajasthan Petro Synthetics Ltd,,RAJSPTR,RAJSPTR,,,,2.6,11.00886914,11384,275.2217286,0,0,0.2
,,,,,Panth Infinity Ltd,Panth Infinity Ltd,,PANTH,PANTH,-52.32039444,-63.59093376,0.218982132,8.93,11.006225,3157,42.33163462,33.68762677,0,21.94
,,,,,Escorp Asset Management Ltd,Escorp Asset Management Ltd,,ESCORP,ESCORP,,,,16.5,11.0055,41,6.34E+17,0,0,0.17
,,,,,Duke Offshore Ltd,Duke Offshore Ltd,,DUKEOFS,DUKEOFS,-17.64088349,-6.478343909,1.496801949,11.15,10.990778,3608,-5.579075127,0,0,1.91
,,,,,Asya Infosoft Ltd,Asya Infosoft Ltd,,ASYAINFO,ASYAINFO,-28.54347313,10.90286116,0.342557223,9.11,10.98419301,2757,35.43288068,0.771317473,0,79.14
,,,,,Vitesse Agro Ltd,Vitesse Agro Ltd,,VITESSE,VITESSE,,,,24.3,10.979955,839,7.369097315,0,0,20
,,,,,Intellivate Capital Ventures Ltd,Intellivate Capital Ventures Ltd,,INTELLCAP,INTELLCAP,-39.67742524,,-0.672178542,3.77,10.9707,310,52.24142857,0,0,0.4
,,,,,Margo Finance Ltd,Margo Finance Ltd,,MARGOFIN,MARGOFIN,14.1189879,,0.312050787,24,10.968,9004,68.55,0,0,0.57
,,,,,Dr Lalchandani Labs Ltd,Dr Lalchandani Labs Ltd,,DLCL,DLCL,,19.8182343,0.477513397,25.3,10.96266204,143,10.85412083,0,0,9.78
,,,,,Millennium Online Solutions (India) Ltd,Millennium Online Solutions (India) Ltd,,MILLENNIUM,MILLENNIUM,3.544076342,,,2.19,10.95427269,48431,-27.38568173,0,0,9.51
,,,,,Inter Globe Finance Ltd,Inter Globe Finance Ltd,,INTRGLB,INTRGLB,-1.752772297,44.99314429,-0.241810839,16.01,10.9224943,7834,-16.30223029,0,0,28.48
,,,,,Nippon India Nifty 100 ETF,Nippon India Nifty 100 ETF,Equity,NETFNIF100,NETFNIF100,15.27321936,4.37187849,0.755525185,184.75,10.84101915,,,,,
,,,,,Prolife Industries Ltd,Prolife Industries Ltd,Commodity Chemicals,PROLIFE,PROLIFE,,,0.229239934,97.65,10.83915,117,1.967177858,0,0,74.21
,,,,,Diggi Multitrade Ltd,Diggi Multitrade Ltd,,DML,DML,,,,11.2,10.8388,253,180.6466667,0,0.619994833,0.3
,,,,,Consecutive Investments & Trading Co Ltd,Consecutive Investments & Trading Co Ltd,,CITL,CITL,-6.381182426,,,35.95,10.8119625,556,108.119625,0,0,0.18
,,,,,Anuroop Packaging Ltd,Anuroop Packaging Ltd,,ANUROOP,ANUROOP,,,,14.1,10.80201,112,7.298655405,0,0.130531262,15.02
,,,,,Conart Engineers Ltd,Conart Engineers Ltd,,CONART,CONART,-0.487688199,7.706186244,0.896562458,34.35,10.7859,3396,10.37105769,0,0,22.67
,,,,,Mohit Paper Mills Ltd,Mohit Paper Mills Ltd,,MOHITPPR,MOHITPPR,2.486986314,0.612252573,0.861281915,7.7,10.78,9773,-3.124637681,0,2.714285714,83.47
,,,,,Jetmall Spices and Masala Ltd,Jetmall Spices and Masala Ltd,,JETMALL,JETMALL,,,,17.95,10.7572555,188,215.14511,0,,11.25
,,,,,Techindia Nirman Ltd,Techindia Nirman Ltd,Real Estate,TECHIN,TECHIN,10.75663432,30.42790093,0.873292703,7.5,10.7445,25226,-22.8606383,0,0,0.03
,,,,,Sankhya Infotech Ltd,Sankhya Infotech Ltd,,SANKHYAIN,SANKHYAIN,-22.2684165,-49.74105403,1.143169839,7.35,10.7288369,8994,-1.428606777,1.824840446,0,0
,,,,,Premier Synthetics Ltd,Premier Synthetics Ltd,,PREMSYN,PREMSYN,-1.861389866,-22.39592701,-0.104799404,23.35,10.725122,3751,6.745359748,7.134895062,0,24.6
,,,,,TeleCanor Global Ltd,TeleCanor Global Ltd,,TELECANOR,TELECANOR,8.656267061,,-0.401211953,9.39,10.69606825,2483,-12.29433132,6.145248748,-0.02154477,0.15
,,,,,Gemstone Investments Ltd,Gemstone Investments Ltd,,GEMSI,GEMSI,33.28197638,36.68190706,0.430132019,1.43,10.68925,5745,28.12960526,0,0,2.04
,,,,,R J Shah and Company Ltd,R J Shah and Company Ltd,,RJSHAH,RJSHAH,6.060950974,,,381.15,10.6760115,251,20.93335588,0,0,2.01
,,,,,Ashiana Ispat Ltd,Ashiana Ispat Ltd,,ASHIS,ASHIS,7.928649015,-7.886160149,0.683621438,13.4,10.672832,10367,9.280723478,0,0,296.56
,,,,,Brand Realty Services Ltd,Brand Realty Services Ltd,,BRANDREAL,BRANDREAL,1.781535491,,,35.5,10.66562,588,-23.70137778,0,0,5.15
,,,,,Global Capital Markets Ltd,Global Capital Markets Ltd,,GLOBALCA,GLOBALCA,-1.216030327,42.35543195,-0.144860235,4.28,10.654418,11802,22.19670417,0,0,4.61
,,,,,Jindal Capital Ltd,Jindal Capital Ltd,,JINDCAP,JINDCAP,23.90822293,44.58158267,0.696634152,14.75,10.6319475,4160,25.93157927,0,0,6.09
,,,,,Mount Housing and Infrastructure Ltd,Mount Housing and Infrastructure Ltd,,MOUNT,MOUNT,,,,35.1,10.630737,324,354.3579,0,0,1.92
,,,,,Sadhna Broadcast Ltd,Sadhna Broadcast Ltd,,SADHNA,SADHNA,,,,10.6,10.62813558,828,-106.2813558,0,4.623986552,22.5
,,,,,Gujarat Poly Electronics Ltd,Gujarat Poly Electronics Ltd,,GUJARATPOLY,GUJARATPOLY,3.830938807,-3.173295526,0.74389816,12.43,10.62765,22411,10.735,0,0,13.79
,,,,,Surya India Ltd,Surya India Ltd,,SURYAINDIA,SURYAINDIA,3.94775486,,,15.17,10.59750714,1300,-19.9952965,0,0,2.58
,,,,,Real Touch Finance Ltd,Real Touch Finance Ltd,,RTFL,RTFL,-18.76731319,,1.097066943,8.33,10.57301077,828,7.291731566,0,0,2.27
,,,,,Impex Ferro Tech Ltd,Impex Ferro Tech Ltd,Iron & Steel,IMPEXFERRO,IMPEXFERRO,-0.813116072,113.9729352,1.180807957,1.2,10.55179248,11284,-1.204542521,69.1046714,0,111.97
,,,,,Tarai Foods Ltd,Tarai Foods Ltd,,TARAI,TARAI,17.51900729,51.97948764,1.231945758,5.94,10.53050328,15359,-43.877097,0,0,2.95
,,,,,Times Green Energy (India) Ltd,Times Green Energy (India) Ltd,,TIMESGREEN,TIMESGREEN,,,,63,10.4832,317,65.52,0,,16.45
,,,,,Samyak International Ltd,Samyak International Ltd,,SAMYAKINT,SAMYAKINT,-6.063177473,,0.302032488,16.75,10.46406,1444,209.2812,0,0,10.62
,,,,,Kotia Enterprises Ltd,Kotia Enterprises Ltd,,KEL,KEL,,,0.560311303,14.87,10.4394835,564,37.28386964,0,0,1.68
,,,,,Gem Spinners India Ltd,Gem Spinners India Ltd,,GEMSPIN,GEMSPIN,-7.423281512,,,1.7,10.4332383,29674,-17.10366934,0,0,0.01
,,,,,Nagreeka Capital & Infrastructure Ltd,Nagreeka Capital & Infrastructure Ltd,Asset Management,NAGREEKCAP,NAGREEKCAP,-8.833237898,-21.62349267,1.104804909,8.25,10.4076225,10118,61.22130882,0,0,10.99
,,,,,Bright Solar Ltd,Bright Solar Ltd,Industrial Machinery,BRIGHT,BRIGHT,,-57.93258829,,5.1,10.404,643,54.75789474,0,-4.720588235,24.78
,,,,,Alps Industries Ltd,Alps Industries Ltd,Textiles,ALPSINDUS,ALPSINDUS,-15.21908491,41.23054602,1.141113105,2.65,10.3652365,19099,-0.138313804,10.27511307,0,263.83
,,,,,Roopshri Resorts Ltd,Roopshri Resorts Ltd,,ROOPSHRI,ROOPSHRI,,,,21.5,10.341543,47,1034.1543,0,0,0.49
,,,,,Refnol Resins and Chemicals Ltd,Refnol Resins and Chemicals Ltd,,REFNOL,REFNOL,12.39408529,35.68903595,0.333117155,33.45,10.3357155,1413,-12.91964437,0,0,31.92
,,,,,Spentex Industries Ltd,Spentex Industries Ltd,Textiles,SPENTEX,SPENTEX,-29.91294922,13.81931525,2.243735367,1.15,10.32378403,35887,-0.283854386,42.10356377,0,297.49
,,,,,IITL Projects Ltd,IITL Projects Ltd,,IITLPROJ,IITLPROJ,-5.126158613,,0.255729666,20.6,10.281254,509,-0.61270882,0,0,0.44
,,,,,Unity Infraprojects Ltd,Unity Infraprojects Ltd,Construction & Engineering,UNITY,UNITY,-40.50193869,-0.654980657,2.86960601,0.85,10.27452817,24029,-0.004616251,60.27937768,0,214.92
,,,,,Sanco Industries Ltd,Sanco Industries Ltd,Building Products - Pipes,SANCO,SANCO,-33.18258696,-13.48650833,0.603172957,8.85,10.18812,5954,-0.435389744,0,3.218448539,2.68
,,,,,Cella Space Ltd,Cella Space Ltd,,CELLA,CELLA,-6.870973522,8.282166011,0.761778331,5.31,10.16929623,7593,28.24804507,0,0.028906779,3.93
,,,,,Genesis IBRC India Ltd,Genesis IBRC India Ltd,,GENESIS,GENESIS,-11.70062936,,,7.81,10.153,1724,-84.60833333,0,0,0
,,,,,AVI Products India Ltd,AVI Products India Ltd,,APIL,APIL,19.36402097,,,37.8,10.14617016,13769,169.102836,0,0,2.55
,,,,,Debock Sales and Marketing Ltd,Debock Sales and Marketing Ltd,Agricultural & Farm Machinery,DSML,DSML,,,,45.55,10.1121,171,4.703302326,0,0,30.78
,,,,,IMP Powers Ltd,IMP Powers Ltd,Heavy Electrical Equipments,INDLMETER,INDLMETER,-32.97544321,-49.9706653,1.597979285,11.7,10.10477871,4863,-0.139839174,13.56732997,-15.66407841,96.89
,,,,,NMS Resources Global Ltd,NMS Resources Global Ltd,,NMSRESRC,NMSRESRC,63.64783059,,,33.45,10.053732,3830,18.27951273,0,0,10.36
,,,,,Usha Martin Education And Solutions Ltd,Usha Martin Education And Solutions Ltd,Education Services,UMESLTD,UMESLTD,5.554589165,49.50704266,0.14573352,3.8,10.03800818,31779,334.6002727,0,-0.675468106,0.72
,,,,,H S India Ltd,H S India Ltd,,HOTLSILV,HOTLSILV,5.548690942,-1.900988359,0.729874339,6.17,10.0190928,2830,-7.055699155,0,0.933096857,10.5
,,,,,Yogi Infra Projects Ltd,Yogi Infra Projects Ltd,,YOGISUNG,YOGISUNG,17.0804913,64.61937883,0.99161028,5.94,10.0064052,6842,-33.354684,0,3.507343077,0.72
,,,,,Shubhlaxmi Jewel Art Ltd,Shubhlaxmi Jewel Art Ltd,"Precious Metals, Jewellery & Watches",SHUBHLAXMI,SHUBHLAXMI,,-16.42064922,,12.05,10.00632,451,6.25395,0,0.096339114,29.21
,,,,,Octal Credit Capital Ltd,Octal Credit Capital Ltd,,OCTAL,OCTAL,4.893816562,,,20,10.0018,963,20.41183673,0,0,0.79
,,,,,Vision Cinemas Ltd,Vision Cinemas Ltd,,VISIONCINE,VISIONCINE,-13.18982816,34.33462001,0.332613538,1.41,9.986283405,6465,-26.27969317,0,0,0
,,,,,Sanghvi Brands Ltd,Sanghvi Brands Ltd,,SBRANDS,SBRANDS,,-26.30439836,1.534025755,9.55,9.9471654,442,-1.729941809,0,0,3.74
,,,,,Prime Industries Ltd,Prime Industries Ltd,,PRIMIND,PRIMIND,73.83721145,,,6.35,9.939909,4017,58.47005294,0,-0.014846615,8.18
,,,,,Suncare Traders Ltd,Suncare Traders Ltd,,SCTL,SCTL,50.40043282,-25.30703454,0.018158868,0.59,9.93147,27293,165.5245,0,0,5.39
,,,,,MRP Agro Ltd,MRP Agro Ltd,,MRP,MRP,,,,33.25,9.90547425,139,38.09797788,0,,20.28
,,,,,Gujarat Hy Spin Ltd,Gujarat Hy Spin Ltd,,GUJHYSPIN,GUJHYSPIN,,,,5.9,9.8825,209,98.825,0,0,53.59
,,,,,Le Lavoir Ltd,Le Lavoir Ltd,,LELAVOIR,LELAVOIR,,40.08138904,0.446811118,30.5,9.882,618,22.45909091,0,0,1.46
,,,,,Sunshine Capital Ltd,Sunshine Capital Ltd,,SCL,SCL,,,,7.58,9.8698422,584,10.72808935,0,-0.018370226,2.8
,,,,,Naysaa Securities Ltd,Naysaa Securities Ltd,,NAYSAA,NAYSAA,1.745671657,,0.248474259,28.35,9.85658625,80,24.04045427,0,0,1.79
,,,,,Spectrum Foods Ltd,Spectrum Foods Ltd,,SPECFOOD,SPECFOOD,-12.90199592,,0.954273702,20.3,9.84222358,586,-5.263221166,20.6254205,0,12.36
,,,,,Integrated Capital Services Ltd,Integrated Capital Services Ltd,,ICSL,ICSL,10.75663432,,-0.087081879,2.75,9.7856,1142,5.261075269,0,0,2.78
,,,,,Unitech International Ltd,Unitech International Ltd,,UNITINT,UNITINT,2.712685304,36.28032077,0.618989768,9.66,9.7572762,3032,-34.847415,0,0,26
,,,,,Mansi Finance (Chennai) Ltd,Mansi Finance (Chennai) Ltd,,MANSIFIN,MANSIFIN,-0.71055157,29.73554798,0.869662382,27.55,9.7386495,2527,5.502061864,0,0.225805539,7.61
,,,,,Net Pix Shorts Digital Media Ltd,Net Pix Shorts Digital Media Ltd,,NETPIX,NETPIX,,,,30.4,9.7281824,57,-33.54545655,0,,0.3
,,,,,DECO MICA Ltd,DECO MICA Ltd,,DECOMIC,DECOMIC,2.031177856,,-0.862980087,23,9.66,1032,7.263157895,0,0,53.58
,,,,,Bhagawati Oxygen Ltd,Bhagawati Oxygen Ltd,,BHAGWOX,BHAGWOX,11.38622945,55.13242259,-0.005888277,41.75,9.656645575,5921,-3.11504696,0,0,0.87
,,,,,Rama Vision Ltd,Rama Vision Ltd,,RAMAVISION,RAMAVISION,23.44042319,30.83155132,0.797790777,9.63,9.655294158,15091,31.14611019,0,0.045929362,56.27
,,,,,Dhanuka Realty Ltd,Dhanuka Realty Ltd,Real Estate,DRL,DRL,,,,13.7,9.6448548,136,-5.990593043,0,0.170453577,12.81
,,,,,Inducto Steels Ltd,Inducto Steels Ltd,,INDCTST,INDCTST,-4.759950529,,1.038980758,23.9,9.60123706,737,-7.008202234,25.14309526,0,3.09
,,,,,Palco Metals Ltd,Palco Metals Ltd,,PALCO,PALCO,-0.813116072,,,24,9.6,1636,10.54945055,0,0,95.61
,,,,,Madhya Pradesh Today Media Ltd,Madhya Pradesh Today Media Ltd,Publishing,MPTODAY,MPTODAY,,2.979694626,0.115470089,21,9.5928,279,3.134901961,0,0,19.79
,,,,,Subhash Silk Mills Ltd,Subhash Silk Mills Ltd,,SUBSM,SUBSM,15.48967277,,,22.6,9.58353,808,30.9146129,0,0,2.35
,,,,,BAMPSL Securities Ltd,BAMPSL Securities Ltd,,BAMPSL,BAMPSL,-4.177205134,39.37215412,1.87887336,2.81,9.56387996,6646,478.193998,0,0,0.55
,,,,,Aayush Food and Herbs Ltd,Aayush Food and Herbs Ltd,,AAYUSH,AAYUSH,9.066272335,0.583818342,1.13458991,29.4,9.5403,2226,22.18674419,0,0,151.61
,,,,,Mac Hotels Ltd,Mac Hotels Ltd,,MACH,MACH,,,,31.8,9.54,109,-3.87804878,0,0,1.96
,,,,,Bartronics India Ltd,Bartronics India Ltd,Payment Infrastructure,BARTRONICS,BARTRONICS,-26.77468003,-18.33406382,2.36847169,2.8,9.53368108,37829,-0.193655923,0.044054337,0,63.05
,,,,,Mid India Industries Ltd,Mid India Industries Ltd,,MIDINDIA,MIDINDIA,34.38889492,,0.83685302,5.83,9.5029,15779,-39.59541667,0,0,1.67
,,,,,Eurotex Industries and Exports Ltd,Eurotex Industries and Exports Ltd,Textiles,EUROTEXIND,EUROTEXIND,-16.0363561,-9.129268691,0.246900412,10.85,9.493603525,6191,-0.808654474,0,0,34.66
,,,,,Sumuka Agro Industries Ltd,Sumuka Agro Industries Ltd,,SUPRBPA,SUPRBPA,-22.44112307,9.819086386,0.09682771,17.4,9.46647,824,22.53921429,0,0,1.07
,,,,,Inani Securities Ltd,Inani Securities Ltd,,INANISEC,INANISEC,28.62299083,,-0.171863568,20.7,9.434439,777,24.82747105,0,0,2.67
,,,,,Golkonda Aluminium Extrusions Ltd,Golkonda Aluminium Extrusions Ltd,,GOLKONDA,GOLKONDA,34.67727894,66.76445952,0.032335664,17.9,9.43242111,6041,5.581314266,0,-12.10048712,2.45
,,,,,Aroma Enterprises (India) Ltd,Aroma Enterprises (India) Ltd,,AROMAENT,AROMAENT,-4.698187028,,,19.3,9.419944,405,-52.33302222,0,0,3.5
,,,,,Ganon Products Ltd,Ganon Products Ltd,,GANONPRO,GANONPRO,26.24150518,,,10.1,9.403385,568,134.3340714,0,0,0.99
,,,,,RTCL Ltd,RTCL Ltd,,RAGHUTOB,RAGHUTOB,19.97485719,,0.374953872,7.83,9.39691611,10030,4.17640716,0,0,2.92
,,,,,Indo Asia Finance Ltd,Indo Asia Finance Ltd,,INDOASIAF,INDOASIAF,15.81151756,,,6.25,9.375,1328,1.755617978,0,19.33289333,5.76
,,,,,Norris Medicines Ltd,Norris Medicines Ltd,,NORRIS,NORRIS,,47.81904836,0.669221658,9.3,9.300651,25032,-1.87513125,0,0,12.3
,,,,,KOBO Biotech Ltd,KOBO Biotech Ltd,,AVONLIFE,AVONLIFE,,21.94659861,1.000789224,3.9,9.29175,5611,-0.483190328,0,0,0.04
,,,,,Fundviser Capital (India) Ltd,Fundviser Capital (India) Ltd,,FUNDVISER,FUNDVISER,20.25623365,81.70845671,0.394286883,25.15,9.28035,3648,17.51009434,0,0,0.84
,,,,,Shangar Decor Ltd,Shangar Decor Ltd,,SHANGAR,SHANGAR,,39.47598846,0.364024495,7.57,9.2659828,12006,37.0639312,0,-33.20969903,3.44
,,,,,Voltaire Leasing and Finance Ltd,Voltaire Leasing and Finance Ltd,,VOLLF,VOLLF,-9.711954855,,,22.5,9.2655,577,115.81875,0,0,1.24
,,,,,City Pulse Multiplex Ltd,City Pulse Multiplex Ltd,,CPML,CPML,,,,27.9,9.25731207,141,-10.40147424,0,0,0.05
,,,,,Tranway Technologies Ltd,Tranway Technologies Ltd,,TRANWAY,TRANWAY,,,,8.7,9.220956,158,92.20956,0,0,6.31
,,,,,NPR Finance Ltd,NPR Finance Ltd,,NPRFIN,NPRFIN,-1.434509579,-3.393574494,0.655882613,15.35,9.194036,3369,-8.592557009,0,0,5.78
,,,,,Luharuka Media & Infra Ltd,Luharuka Media & Infra Ltd,,LUHARUKA,LUHARUKA,3.629271388,38.20760044,0.764464893,0.98,9.18456,2634,65.604,0,0,1.2
,,,,,Viaan Industries Ltd,Viaan Industries Ltd,,VIAANINDUS,VIAANINDUS,-43.94719291,-83.81594671,1.125007261,0.83,9.1501773,12273,-5.479148084,0,0.308409324,3.78
,,,,,Worth Investment & Trading Co Ltd,Worth Investment & Trading Co Ltd,,WORTH,WORTH,14.57462071,,,27.8,9.1183722,525,227.959305,0,-3.06E-06,0.16
,,,,,MPDLLtd,MPDLLtd,,MONNETPRO,MONNETPRO,,,1.637993539,12.3,9.11740452,1649,-8.851849049,0,0,3.7
,,,,,Sri Ramakrishna Mills (Coimbatore) Ltd,Sri Ramakrishna Mills (Coimbatore) Ltd,,SRMCL,SRMCL,-6.59126451,,0.04560494,12.8,9.1114624,2106,14.01763446,0,0.028433635,21.7
,,,,,Stellar Capital Services Ltd,Stellar Capital Services Ltd,,STELLAR,STELLAR,-15.12993004,,0.58824103,3.8,9.1109475,222,10.594125,0,0,4.67
,,,,,Comfort Commotrade Ltd,Comfort Commotrade Ltd,,COMCL,COMCL,-5.684753925,29.96295828,0.531215387,9.06,9.07812,3479,0.767381234,0,0,80.5
,,,,,Wellesley Corporation Ltd,Wellesley Corporation Ltd,,WELLESLEY,WELLESLEY,-24.54902643,,,6.7,9.045268,1979,-13.91579692,0,0,0.11
,,,,,Sagar Productions Ltd,Sagar Productions Ltd,,SAGARPROD,SAGARPROD,-19.24150003,-33.22947459,0.277300754,2.25,9.031978125,6341,41.05444602,0,0,4.8
,,,,,Datiware Maritime Infra Ltd,Datiware Maritime Infra Ltd,,DATIWARE,DATIWARE,,,,18.05,9.025,1277,-6.785714286,0,0,3.74
,,,,,Uniroyal Industries Ltd,Uniroyal Industries Ltd,,UNIROYAL,UNIROYAL,13.76432486,11.63867853,0.01911368,10.9,9.0129048,7104,-9.796635652,0,0.018745344,67.32
,,,,,Southern ,Southern ,,SOUTHERNIN,SOUTHERNIN,,,,17.9,8.9858,1269,112.3225,0,-2.490239044,16.14
,,,,,Everlon Synthetics Ltd,Everlon Synthetics Ltd,,EVERLON,EVERLON,-3.300774836,3.506551061,0.323977533,15.98,8.98433952,2292,99.82599467,0,0,34.17
,,,,,Confidence Futuristic Energetech Ltd,Confidence Futuristic Energetech Ltd,,CFEL,CFEL,,,,44.9,8.98,513,898,0,0,1.41
,,,,,Unique Organics Ltd,Unique Organics Ltd,,UNIQUEO,UNIQUEO,0.900308935,11.4382657,1.299175805,15.06,8.965218,3402,128.0745429,0,0,61.14
,,,,,Parenteral Drugs (India) Ltd,Parenteral Drugs (India) Ltd,Pharmaceuticals,PDPL,PDPL,,,0.804817197,3,8.94489,7205,-0.07348743,69.25488072,0,12.23
,,,,,Supertex Industries Ltd,Supertex Industries Ltd,,SUPERTEX,SUPERTEX,15.40193678,65.24163218,0.176564153,7.88,8.93696016,11791,15.95885743,0,-0.001922175,64.46
,,,,,Valencia Nutrition Ltd,Valencia Nutrition Ltd,,VALENCIA,VALENCIA,,,,15.95,8.908618895,101,-2.488441032,0,0,0.97
,,,,,Purshottam Investofin Ltd,Purshottam Investofin Ltd,,PURSHOTTAM,PURSHOTTAM,16.47525721,,0.349598921,14.17,8.903825775,816,15.62074697,0,0,3.25
,,,,,IGC Industries Ltd,IGC Industries Ltd,,IGCIL,IGCIL,,,,39.65,8.8816,685,-27.755,0,0,0.04
,,,,,A B Infrabuild Ltd,A B Infrabuild Ltd,Construction & Engineering,ABINFRA,ABINFRA,,,,7,8.8686129,154,-3.994870676,0,0,62.48
,,,,,Econo Trade (India) Ltd,Econo Trade (India) Ltd,,ETIL,ETIL,-34.69796375,0.233297899,1.719434552,4.75,8.868048125,2078,12.49020863,0,0,1.88
,,,,,VR Woodart Ltd,VR Woodart Ltd,,VRWODAR,VRWODAR,25.21196386,,,5.94,8.845732764,10129,-55.28582978,0,0,0
,,,,,Raunaq Epc International Ltd,Raunaq Epc International Ltd,,RAUNAQEPC,RAUNAQEPC,-29.32482647,-23.54176411,0.794950443,26.45,8.842877735,1459,221.0719434,0,0,15.44
,,,,,Neil Industries Ltd,Neil Industries Ltd,,NEIL,NEIL,-34.69432717,,,4.49,8.7793868,1314,9.050914227,0,0,2.78
,,,,,Fraser and Co Ltd,Fraser and Co Ltd,,FRASER,FRASER,-29.1378926,30.42046889,1.946495391,10.81,8.7780443,2253,8.36004219,0,28.18845363,37.26
,,,,,CHD Chemicals Ltd,CHD Chemicals Ltd,,CHDCHEM,CHDCHEM,-0.046019348,7.774892925,0.099068929,8.68,8.77468144,8565,146.2446907,0,-13.10702853,69.23
,,,,,Dynamic Portfolio Management & Services Ltd,Dynamic Portfolio Management & Services Ltd,,DYNAMICP,DYNAMICP,-1.282475708,,0.689456782,7.5,8.76885,1468,54.8053125,0,-1.454010503,0.91
,,,,,7NR Retail Ltd,7NR Retail Ltd,,7NR,7NR,,-28.31486337,0.902438497,8.3,8.693835,10489,-16.40346226,0,-28.03345267,2.98
,,,,,Perfect-Octave Media Projects Ltd,Perfect-Octave Media Projects Ltd,,OCTAVE,OCTAVE,-20.14725376,,0.225871054,2.5,8.675025,6125,-25.51477941,0,0,1.1
,,,,,Raj Rayon Industries Ltd,Raj Rayon Industries Ltd,Textiles,RAJRAYON,RAJRAYON,-3.5807496,301.6033433,4.421238224,0.25,8.66135,11015,-0.249104113,0,-1.01543062,0.96
,,,,,Garg Furnace Ltd,Garg Furnace Ltd,,GARGFUR,GARGFUR,16.46586158,,0.167720796,21.6,8.658792,1521,-1.838384713,0,0,119.59
,,,,,Super Fine Knitters Ltd,Super Fine Knitters Ltd,,SKL,SKL,,,0.427805433,7.5,8.65036286,119,-5.766908573,0,0,45.93
,,,,,Integra Capital Management Ltd,Integra Capital Management Ltd,,INTCAPM,INTCAPM,3.060065436,,,18.37,8.6390436,885,22.73432526,0,0,0.56
,,,,,Libord Finance Ltd,Libord Finance Ltd,,LIBORDFIN,LIBORDFIN,-14.44679403,,1.130526734,5.5,8.635,11755,107.9375,0,0,0.68
,,,,,Easun Reyrolle Ltd,Easun Reyrolle Ltd,Power Transmission & Distribution,EASUNREYRL,EASUNREYRL,-38.52854827,-22.62598205,0.912544939,2.8,8.62235948,12067,-0.840385914,0,0,88.11
,,,,,Misquita Engineering Ltd,Misquita Engineering Ltd,,MISQUITA,MISQUITA,,,,32,8.6208,111,37.48173913,0,0,6.96
,,,,,Phyto Chem India Ltd,Phyto Chem India Ltd,,PHYTO,PHYTO,-5.964417673,-15.84411525,0.420967395,20,8.6004,6970,17.9175,0,0.002325473,45.29
,,,,,Sinnar Bidi Udyog Ltd,Sinnar Bidi Udyog Ltd,,SINNAR,SINNAR,16.51229471,,,215.25,8.599408147,229,-50.5847538,0,0,5.16
,,,,,Ajwa Fun World and Resort Ltd,Ajwa Fun World and Resort Ltd,,AJWAFUN,AJWAFUN,-3.547235775,,,13.44,8.58816,5482,-8.58816,0,0,0.31
,,,,,Sujala Trading & Holdings Ltd,Sujala Trading & Holdings Ltd,,SUJALA,SUJALA,-23.32479151,,,15,8.58255,648,71.52125,0,0,1.5
,,,,,Omnitex Industries (India) Ltd,Omnitex Industries (India) Ltd,,OMNITEX,OMNITEX,6.342724238,,-0.084332374,20.4,8.576364,1824,-50.4492,0,-0.095145215,2.19
,,,,,A and M Jumbo Bags Ltd,A and M Jumbo Bags Ltd,Packaging,AMJUMBO,AMJUMBO,,,0.850316151,8.15,8.5575,169,213.9375,25.64380952,,3.68
